Sample Time (msec),M1 voltage (V),M1 position (rot),M1 ref position (rot),M1 speed (rpm),M1 ref speed (rpm),M1 current (A),M1 power (W),M2 voltage (V),M2 position (rot),M2 ref position (rot),M2 speed (rpm),M2 ref speed (rpm),M2 current (A),M2 power (W)
1.0,8.0,0.0,2.0,0.0,50.0,-0.020000000000436557,0.0,6.0,0.0,4.0,0.0,100.0,0.09400000000096043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,8.062000000001717,0.0,2.0,0.0,50.0,-0.2000000000007276,1.0,6.042000000001281,0.0,4.0,0.0,100.0,-0.1640000000006694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,8.123999999999796,0.0,2.0,1.8319999999985157,50.0,-0.17399999999906868,2.0,6.083999999998923,0.0,4.0,0.0,100.0,-0.1500000000014552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,8.18999999999869,0.0,2.0,1.8319999999985157,50.0,-0.16600000000107684,3.0,6.123999999999796,0.0,4.0,1.8319999999985157,100.0,-0.12800000000061118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,8.252000000000407,0.0,2.0,1.8319999999985157,50.0,-0.22599999999874854,4.0,6.168000000001484,0.0,4.0,0.0,100.0,-0.13399999999819556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,8.313999999998487,0.0,2.0,1.8319999999985157,50.0,-0.2180000000007567,5.0,6.207999999998719,0.0,4.0,1.8319999999985157,100.0,-0.05400000000008731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,8.376000000000204,0.0,2.0,5.49199999999837,50.0,-0.12199999999938882,6.0,6.2520000000004075,0.0,4.0,1.8319999999985157,100.0,-0.07600000000093132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,8.43999999999869,0.0,2.0,1.8319999999985157,50.0,-0.13599999999860302,7.0,6.292000000001281,0.0,4.0,1.8319999999985157,100.0,-0.04400000000168802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.502000000000407,0.0,2.0,3.662000000000262,50.0,-0.09800000000177533,7.0,6.335999999999331,0.0,4.0,0.0,100.0,-0.02200000000084401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,8.563999999998487,0.0,2.0,3.662000000000262,50.0,-0.13000000000101863,8.0,6.376000000000204,0.0,4.0,0.0,100.0,-0.0459999999984575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,8.626000000000204,0.0,2.0,3.662000000000262,50.0,-0.08599999999933061,8.0,6.418000000001484,0.0,4.0,1.8319999999985157,100.0,-0.011999999998806743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,8.691999999999098,0.0,2.0,3.662000000000262,50.0,-0.0819999999985157,8.0,6.459999999999127,0.0,4.0,3.662000000000262,100.0,0.00999999999839929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,8.754000000000815,0.0,2.0,3.662000000000262,50.0,-0.018000000000029104,8.0,6.5020000000004075,0.0,4.0,1.8319999999985157,100.0,0.03600000000005821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8.815999999998894,0.0,2.0,3.662000000000262,50.0,0.12199999999938882,9.0,6.544000000001688,0.0,4.0,3.662000000000262,100.0,0.05400000000008731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,8.878000000000611,0.0,2.0,1.8319999999985157,50.0,0.11400000000139698,10.0,6.585999999999331,0.0,4.0,1.8319999999985157,100.0,0.020000000000436557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,8.941999999999098,0.0,2.0,3.662000000000262,50.0,-0.027999999998428393,10.0,6.626000000000204,0.0,4.0,3.662000000000262,100.0,-0.018000000000029104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,9.004000000000815,0.0,2.0,3.662000000000262,50.0,-0.0819999999985157,10.0,6.669999999998254,0.0,4.0,3.662000000000262,100.0,0.12600000000020373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,9.065999999998894,0.0,2.0,1.8319999999985157,50.0,-0.08399999999892316,10.0,6.709999999999127,0.0,4.0,3.662000000000262,100.0,-0.033999999999650754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,9.128000000000611,0.0,2.0,3.662000000000262,50.0,-0.11000000000058208,11.0,6.754000000000815,0.0,4.0,-1.8319999999985157,100.0,-0.11400000000139698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.191999999999098,0.0,2.0,0.0,50.0,-0.22599999999874854,13.0,6.794000000001688,0.0,4.0,3.662000000000262,100.0,-0.12800000000061118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,9.254000000000815,0.0,2.0,1.8319999999985157,50.0,-0.2819999999992433,15.0,6.835999999999331,0.0,4.0,3.662000000000262,100.0,-0.1820000000006985,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,9.315999999998894,0.0,2.0,1.8319999999985157,50.0,-0.33399999999892316,18.0,6.878000000000611,0.0,4.0,3.662000000000262,100.0,-0.2040000000015425,2.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,9.376000000000204,0.0,2.0,0.0,50.0,-0.43000000000029104,22.0,6.919999999998254,0.0,4.0,3.662000000000262,100.0,-0.3139999999984866,4.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,9.43999999999869,0.0,2.0,0.0,50.0,-0.35199999999895226,25.0,6.961999999999534,0.0,4.0,3.662000000000262,100.0,-0.2459999999991851,5.0,0.0,0.0,0.0,0.0,0.0,0.0
